ni,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,subjectivity,mapped_time
eb79aabf05,Is Google Maps not working for anyone else?,Neutral,night,85.0,Turkey,84339067.0,770000.0,110.0,Is Google Maps not working for anyone else,0.0,06-09 PM
21d05898d3, oh ****!!,Neutral,morning,10.0,Turkmenistan,6031200.0,469930.0,13.0,oh,0.0,06-11 AM
e76b1c30bb, i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,Positive,noon,25.5,Tuvalu,11792.0,30.0,393.0,i dont really trust the judgements and vouches of _xo   jk ill think about becoming a friend of yours,0.6833333333333332,12 PM
2c5f261ff3, Jesus heals,Neutral,night,38.0,Uganda,45741007.0,199810.0,229.0,Jesus heals,0.0,06-09 PM
d3935b8571, It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,Positive,morning,53.0,Ukraine,43733762.0,579320.0,75.0,Its surprising how much Billy Idol turns up in tweets I monitor constantly  not that Im obsessed or anything  BillyIdol,0.5083333333333333,06-11 AM
2a35e976ea, werd. that`s very true,Positive,noon,65.0,United Arab Emirates,9890402.0,83600.0,118.0,werd thats very true,0.8450000000000001,12 PM
3d128b58d0, Your birthday? WELL Happy birthday,Positive,night,85.0,United Kingdom,67886011.0,241930.0,281.0,Your birthday WELL Happy birthday,1.0,06-09 PM
67348350a4,Without wings again,Neutral,morning,10.0,United States of America,331002651.0,9147420.0,36.0,Without wings again,0.0,06-11 AM
93b5d1bbea, did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,Positive,noon,25.5,Uruguay,3473730.0,175020.0,20.0,did you tweet me i thought i remembered seeing one but i cant see it now SO glad teatree is ok,0.75,12 PM
ed6bd3958e,Night twitterland x I have to be up in five hours  sigh,Neutral,night,38.0,Uzbekistan,33469203.0,425400.0,79.0,Night twitterland x I have to be up in five hours  sigh,0.0,06-09 PM
45e3f93e9b, Happy birthday in 2 hours and 54 minuets  Haha,Positive,morning,53.0,Vanuatu,307145.0,12200.0,25.0,Happy birthday in 2 hours and 54 minuets  Haha,0.65,06-11 AM
51051cb758,"lunch break`s over, going back to work....",Neutral,noon,65.0,Venezuela,28435940.0,882050.0,32.0,lunch breaks over going back to work,0.0,12 PM
b84ea78203,Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,Positive,night,85.0,Vietnam,97338579.0,310070.0,314.0,Glad to see its a typical Bank Holiday weather wise  I was going to do so much today  yeah right,0.6271428571428571,06-09 PM
441dcaef31, Hayley Williams is pretty much amazzing,Positive,morning,10.0,Yemen,29825964.0,527970.0,56.0,Hayley Williams is pretty much amazzing,0.6,06-11 AM
b4e721aa1e, the app said i need 12.1.5 or later,Neutral,noon,25.5,Zambia,18383955.0,743390.0,25.0,the app said i need 1215 or later,0.0,12 PM
a92e8ab2a1, --Nothing,Neutral,night,38.0,Zimbabwe,14862924.0,386850.0,38.0,Nothing,0.0,06-09 PM
31d77e5ff5,is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!,Neutral,morning,53.0,Afghanistan,38928346.0,652860.0,60.0,is in PHP website upgrade hell on a Bank Holiday Hows that for planning,0.0,06-11 AM
e887fbdfd5, not really having a good night... missing my little girl...,Positive,noon,65.0,Albania,2877797.0,27400.0,105.0,not really having a good night missing my little girl,0.3375,12 PM
78094a1191,  miss you captain,Neutral,night,85.0,Algeria,43851044.0,2381740.0,18.0,miss you captain,0.0,06-09 PM
a447f480ec,Im sending this to my mother!  http://bit.ly/1aa1RF,Neutral,morning,10.0,Andorra,77265.0,470.0,164.0,Im sending this to my mother,0.0,06-11 AM
e2fdad0321," OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx",Neutral,noon,25.5,Angola,32866272.0,1246700.0,26.0,OI are you mocking the fact I dont cry at tv things  Feels badxxx,0.0,12 PM
67cafda653, i am public and can`t get anyone to follow me,Neutral,night,38.0,Antigua and Barbuda,97929.0,440.0,223.0,i am public and cant get anyone to follow me,0.06666666666666667,06-09 PM
356bdefc64," Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.",Neutral,morning,53.0,Argentina,45195774.0,2736690.0,17.0,Until  brings back our EVERYONE button access PT   or link in bottom of Settings,0.0,06-11 AM
d6ce1fc670, Boring? Who you been talking to? Lol not me  ( no ****),Negative,noon,65.0,Armenia,2963243.0,28470.0,104.0,Boring Who you been talking to Lol not me   no,0.85,12 PM
d613b00386,"  I know, right? I guess the oldest doesn`t hold rank on field trips anymore.",Negative,night,85.0,Australia,25499884.0,7682300.0,3.0,I know right I guess the oldest doesnt hold rank on field trips anymore,0.7178571428571429,06-09 PM
507a584ae5,"just signed up..so, hello twitter world, here I am",Neutral,morning,10.0,Austria,9006398.0,82400.0,109.0,just signed upso hello twitter world here I am,0.0,06-11 AM
2418966865, I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.,Positive,noon,25.5,Azerbaijan,10139177.0,82658.0,123.0,I wont be getting any ROTF toys till MUCH later  Tell me if anybody isntis worth getting,0.05,12 PM
6247a1db0b, heading over to xbox  will go shopping 2morrow,Neutral,night,38.0,Bahamas,393244.0,10010.0,39.0,heading over to xbox  will go shopping 2morrow,0.0,06-09 PM
e48cf1bff4, I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,Neutral,morning,53.0,Bahrain,1701575.0,760.0,2239.0,I saw that you were calling but cannot answer as Im in the second hour of a phone convo with my mom and she wont stop talking,0.0,06-11 AM
6e693017f6,is excited!  http://plurk.com/p/stk04,Positive,noon,65.0,Bangladesh,164689383.0,130170.0,1265.0,is excited,0.75,12 PM
2c60e1c7a2, hmmm really??? that`s weird idk about that one  sowwy,Negative,night,85.0,Barbados,287375.0,430.0,668.0,hmmm really thats weird idk about that one  sowwy,0.6,06-09 PM
b770afa9e6, oh that looks boring  and even more boring you have an exam on a saturday,Negative,morning,10.0,Belarus,9449323.0,202910.0,47.0,oh that looks boring  and even more boring you have an exam on a saturday,0.8333333333333334,06-11 AM
fe7c9215ae,Practice was a beast today. Not going to see Julian tonight,Neutral,noon,25.5,Belgium,11589623.0,30280.0,383.0,Practice was a beast today Not going to see Julian tonight,0.0,12 PM
472c3e2c41,"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",Positive,night,38.0,Belize,397628.0,22810.0,17.0,Getting somewhere with my first real KiokuDB and catalyst app yay,0.31666666666666665,06-09 PM
0d7697aa10, Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,Positive,morning,53.0,Benin,12123200.0,112760.0,108.0,Thanks though  am trying to be positive  Wine may not be helping lol  Wish I could make the gigs,0.48181818181818176,06-11 AM
fe09df7e91, i think my niece got me sickee  lame.,Negative,noon,65.0,Bhutan,771608.0,38100.0,20.0,i think my niece got me sickee  lame,0.75,12 PM
33eb5a33be,Rise and shine  Time to get prettifide.,Neutral,night,85.0,Bolivia,11673021.0,1083300.0,11.0,Rise and shine  Time to get prettifide,0.0,06-09 PM
bab53b4152," I tried sooooo hard to work from home today, but failed  Not my fault though.",Negative,morning,10.0,Bosnia and Herzegovina,3280819.0,51000.0,64.0,I tried sooooo hard to work from home today but failed  Not my fault though,0.4208333333333333,06-11 AM
f877442216, Gosh I`ve a stinky old headache. Maybe I should have lunchfast,Positive,noon,25.5,Botswana,2351627.0,566730.0,4.0,Gosh Ive a stinky old headache Maybe I should have lunchfast,0.2,12 PM
311740836a,Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,Positive,night,38.0,Brazil,212559417.0,8358140.0,25.0,Glenna is bored but glad that it is a beautiful day Macy went swimming and Kris played golf while I sat at home waiting for them,1.0,06-09 PM
80aff8d880,bout 2 have 1 more drink then imma head in da house,Positive,morning,53.0,Brunei,437479.0,5270.0,83.0,bout 2 have 1 more drink then imma head in da house,0.5,06-11 AM
fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",Positive,noon,65.0,Bulgaria,6948445.0,108560.0,64.0,i get so sucked in to true life and that steveo documentary was intense i love that  its nice to see people get their lives back,0.5416666666666666,12 PM
0f4be91a14,I love my life  Ni night twitter!<3,Positive,night,85.0,Burkina Faso,20903273.0,273600.0,76.0,I love my life  Ni night twitter3,0.6,06-09 PM
5225c062f9, We knew what what you meant!,Neutral,morning,10.0,Burundi,11890784.0,25680.0,463.0,We knew what what you meant,0.0,06-11 AM
bd499c0bf7,Succesfully following Tayla!!,Neutral,noon,25.5,Côte d'Ivoire,26378274.0,318000.0,83.0,Succesfully following Tayla,0.1,12 PM
483bb46b97,my new phrase is `you never doubt mo williams`   six game win streak!,Positive,night,38.0,Cabo Verde,555987.0,4030.0,138.0,my new phrase is you never doubt mo williams   six game win streak,0.41818181818181815,06-09 PM
dacb6d78af, Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,Positive,morning,53.0,Cambodia,16718965.0,176520.0,95.0,Have fun tomorrow night I think it will be more fun at a bar than art gallery Wish I could be there,0.3,06-11 AM
98b6544758, 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,Positive,noon,65.0,Cameroon,26545863.0,472710.0,56.0,4th Please not Maybe shell get 3 attempts and win tomorrow,0.4,12 PM
275fa7a3f8,trying to learn to tweet!!  it`s all good I hope..,Positive,night,85.0,Canada,37742154.0,9093510.0,4.0,trying to learn to tweet  its all good I hope,0.6000000000000001,06-09 PM
346ce6428b,"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",Positive,morning,10.0,Central African Republic,4829767.0,622980.0,8.0,Bleargh I can never clean as much of my house as I want to before work no matter how early I wake up Today sink laundry,0.4000000000000001,06-11 AM
086bee572e,"Great, social network sites are still growing",Positive,noon,25.5,Chad,16425864.0,1259200.0,13.0,Great social network sites are still growing,0.4083333333333333,12 PM
22df86426d, If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,Positive,night,38.0,Chile,19116201.0,743532.0,26.0,If I got paid by the hour I could retire by now  do you have xBox live I am thinking Rock Band,0.5,06-09 PM
63dcc7d29f,"I should learn not to walk all day, and then sprint through sprinklers without stretching.",Neutral,morning,53.0,China,1439323776.0,9388211.0,153.0,I should learn not to walk all day and then sprint through sprinklers without stretching,0.0,06-11 AM
f7ac9e16e5, So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,Positive,noon,65.0,Colombia,50882891.0,1109500.0,46.0,SoI was half asleep when I wrote the previous message Greatest friends haha  You are,0.4083333333333333,12 PM
59159f2163, I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,Negative,night,85.0,Comoros,869601.0,1861.0,467.0,Im still trying to see Star Trek Ill just have to Woman up and go alone BF is pretty much worthless anyway  lol,0.8999999999999999,06-09 PM
c7fc03de4d,"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",Positive,morning,10.0,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,Laws change in the 70s or 80s   I could really push it bcause gran from Bathgate but she was US citizen b4 dad born,0.2,06-11 AM
002bb8f1b3,some of my new followers are pretty cool tweeps; check `em out.,Positive,noon,25.5,Costa Rica,5094118.0,51060.0,100.0,some of my new followers are pretty cool tweeps check em out,0.7015151515151515,12 PM
d112d2e5bf,"no work today! went shopping, and now relaxing  &learning for the toefl",Neutral,night,38.0,Croatia,4105267.0,55960.0,73.0,no work today went shopping and now relaxing  learning for the toefl,0.0,06-09 PM
c762607c42,Is off to watch arsenal v chelsea today,Neutral,morning,53.0,Cuba,11326616.0,106440.0,106.0,Is off to watch arsenal v chelsea today,0.0,06-11 AM
09b5db7af0,He`s getting ear tubes in about an hour so no food,Neutral,noon,65.0,Cyprus,1207359.0,9240.0,131.0,Hes getting ear tubes in about an hour so no food,0.0,12 PM
aa51082711, yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,Positive,night,85.0,Czechia (Czech Republic),10708981.0,77240.0,139.0,yay asap lol awwh I miss our friday night happy hours even luna del sea and the boy hahahaha,0.7333333333333334,06-09 PM
d4b544abff,left the bases loaded...,Neutral,morning,10.0,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,left the bases loaded,0.0,06-11 AM
ea1e41d586, Cowboy westerns...haven`t seen those in a while. good luck,Positive,noon,25.5,Denmark,5792202.0,42430.0,137.0,Cowboy westernshavent seen those in a while good luck,0.6000000000000001,12 PM
ba28fe48b2, It`s already over? ****!,Neutral,night,38.0,Djibouti,988000.0,23180.0,43.0,Its already over,0.0,06-09 PM
39e9f0e449, I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,Neutral,morning,53.0,Dominica,71986.0,750.0,96.0,I was trying to back all her documents up but it wasnt playing along its taking forever but am back at it again now,0.0,06-11 AM
209de29f24,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.,Neutral,noon,65.0,Dominican Republic,10847910.0,48300.0,225.0,Doing some test shooting later this afternoon  Did I mention being in Holland for an indie wine festival this week My tongue is red,0.0,12 PM
52aad0e22e,My dad knows i got drunk today. And i didnt get in trouble.,Negative,night,85.0,Ecuador,17643054.0,248360.0,71.0,My dad knows i got drunk today And i didnt get in trouble,0.6,06-09 PM
21ab400cb3," so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",Negative,morning,10.0,Egypt,102334404.0,995450.0,103.0,so ill excuse your love for the Cavs and the west even though I dont share it,0.5499999999999999,06-11 AM
e93220b868," Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",Positive,noon,25.5,El Salvador,6486205.0,20720.0,313.0,Lol  I could try  Seriously tho dont do all of it That sucks,0.5555555555555556,12 PM
57ea442d4d, **** i wanna see the rest!! i only saw like 30 minutes,Neutral,night,38.0,Equatorial Guinea,1402985.0,28050.0,50.0,i wanna see the rest i only saw like 30 minutes,1.0,06-09 PM
88a120f336,Happy mothers day mom!!!  i love you.,Positive,morning,53.0,Eritrea,3546421.0,101000.0,35.0,Happy mothers day mom  i love you,0.8,06-11 AM
52fc580b72,"burning cd`s,,,,,,,,, **** outa blank disc`s",Neutral,noon,65.0,Estonia,1326535.0,42390.0,31.0,burning cds  outa blank discs,0.0,12 PM
3dc1ed5f06," new album is truly genius, so happy with it",Positive,night,85.0,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0,new album is truly genius so happy with it,0.7272727272727273,06-09 PM
fe2f3f3359, you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,Positive,morning,10.0,Ethiopia,114963588.0,1000000.0,115.0,youre alive  Go w The Notebookitll make you cry and stuff,0.4,06-11 AM
e170fafd8c, Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x,Positive,noon,25.5,Fiji,896445.0,18270.0,49.0,Okaii Cool  I Cant Wait For The Series To Begin Its Guna Be Awesome  x,0.825,12 PM
b38df0845d,crying to A Walk To Remember as usual,Negative,night,38.0,Finland,5540720.0,304000.0,18.0,crying to A Walk To Remember as usual,0.425,06-09 PM
cf1739382c,i only hav 8 followers                 !,Neutral,morning,53.0,France,65273511.0,547557.0,119.0,i only hav 8 followers,1.0,06-11 AM
63e434fbf0,happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,Positive,noon,65.0,Gabon,2225734.0,257670.0,9.0,happy star wars day everyone  off to celebrate with the family ok were not celebrating it but i am going round to the famos,0.6333333333333333,12 PM
43d10bd312,"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",Positive,night,85.0,Gambia,2416668.0,10120.0,239.0,I also have a certain CD from camp that a certain somebody gave me  Yeah theres this guy in the video thats really frickin hot,0.5482142857142858,06-09 PM
6230b5c435,IT`S MOTHER`S DAY,Neutral,morning,10.0,Georgia,3989167.0,69490.0,57.0,ITS MOTHERS DAY,0.0,06-11 AM
c6bc7536ef,Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,Positive,noon,25.5,Germany,83783942.0,348560.0,240.0,Yay for birthdays  sadly my voice is almost gone  but it was a pretty good night,0.8666666666666667,12 PM
c8caef9df3,"we finally hit 1,000 friends! thanks!",Positive,night,38.0,Ghana,31072940.0,227540.0,137.0,we finally hit 1000 friends thanks,0.6,06-09 PM
213eae85e9, I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,Neutral,morning,53.0,Kazakhstan,18776707.0,2699700.0,7.0,Im part of a religion called PeopleWithGoodTasteInMusic We dont celebrate Jonas Brothers Day,0.0,06-11 AM
dce070190c,I`m at work....bored out of my mind.,Neutral,noon,65.0,Kenya,53771296.0,569140.0,94.0,Im at workbored out of my mind,0.0,12 PM
8db4aaef4a,watching the notebook,Neutral,night,85.0,Kiribati,119449.0,810.0,147.0,watching the notebook,0.0,06-09 PM
cf95521362, Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,Neutral,morning,10.0,Kuwait,4270571.0,17820.0,240.0,Yes because those taxes disguise the booking fees and commissions that online travel portals charge Try iXiGOcom next time,0.0,06-11 AM
c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",Positive,noon,25.5,Kyrgyzstan,6524195.0,191800.0,34.0,twitters gettin a lil bit confusin twitterifictwitdroidtwitterberry i understant the txt bit tho lol  ah well twitters cool anyways,0.675,12 PM
951e093497,Finally sleep time,Neutral,night,38.0,Laos,7275560.0,230800.0,32.0,Finally sleep time,1.0,06-09 PM
5a34a7e52c, http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,Positive,morning,53.0,Latvia,1886198.0,62200.0,30.0,best kind of gum ever I just bought a pack,0.6,06-11 AM
59f6677324,The Heater blew up,Neutral,noon,65.0,Lebanon,6825445.0,10230.0,667.0,The Heater blew up,0.0,12 PM
9b0db4e33e, i tried. and failed,Negative,night,85.0,Lesotho,2142249.0,30360.0,71.0,i tried and failed,0.3,06-09 PM
c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!",Negative,morning,10.0,Liberia,5057681.0,96320.0,53.0,just finished mine some parts were remarkably difficult  cramming kanji now,1.0,06-11 AM
cac1ba6f5a,why is everyones tweets about britains got talent?! i feel left out,Neutral,noon,25.5,Libya,6871292.0,1759540.0,4.0,why is everyones tweets about britains got talent i feel left out,0.0,12 PM
da8a88b872,yay mothers day  i love mi madre,Positive,night,38.0,Liechtenstein,38128.0,160.0,238.0,yay mothers day  i love mi madre,0.6,06-09 PM
196e5dec12,They wouldn`t reverse any of my overdraft fees.,Neutral,morning,53.0,Lithuania,2722289.0,62700.0,43.0,They wouldnt reverse any of my overdraft fees,0.0,06-11 AM
811dc7e401,_N9ne I`m not having a good day,Positive,noon,65.0,Luxembourg,625978.0,2590.0,242.0,_N9ne Im not having a good day,0.6000000000000001,12 PM
a777619b23,i miss the Soulja Boy dance...,Neutral,night,85.0,Madagascar,27691018.0,581795.0,48.0,i miss the Soulja Boy dance,0.0,06-09 PM
8cdaa4f6d8,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",Positive,morning,10.0,Malawi,19129952.0,94280.0,203.0,I woke up an came to the realization that I can put it off as much as I want but I need 2 drop some friends Dammit,0.2,06-11 AM
6aa5004916,11 Days left until freedom. I really just want to get through this weekend. I hate essays.,Negative,noon,25.5,Malaysia,32365999.0,328550.0,99.0,11 Days left until freedom I really just want to get through this weekend I hate essays,0.3666666666666667,12 PM
ff7949688c,  lol you guys are awesome,Positive,night,38.0,Maldives,540544.0,300.0,1802.0,lol you guys are awesome,0.85,06-09 PM
309706ed4f,"Home, good night world",Positive,morning,53.0,Mali,20250833.0,1220190.0,17.0,Home good night world,0.6000000000000001,06-11 AM
2.91E+08," http://twitpic.com/4vtlm - awww, she is really cute",Positive,noon,65.0,Malta,441543.0,320.0,1380.0,awww she is really cute,0.95,12 PM
afa094db6a,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,Positive,night,85.0,Marshall Islands,59190.0,180.0,329.0,got alot of runnin around to do today to get this job app completed so they can have it on file so glad i got this job,1.0,06-09 PM
b694518332,lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,Negative,morning,10.0,Mauritania,4649658.0,1030700.0,5.0,lappy charger is completely dead conserving whats left of the battery until i can afford to buy a new one,0.28484848484848485,06-11 AM
2d76387d6e," well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",Positive,noon,25.5,Mauritius,1271768.0,2030.0,626.0,well i must say she is very lucky to have you i guess that means no chillin and concert with me huh,1.0,12 PM
0b3588bf63,Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,Positive,night,38.0,Mexico,128932753.0,1943950.0,66.0,Happy Mothers Day all of the moms around the world  I love mine more than anything in the world and cant wait to celebrate WOO,0.7000000000000001,06-09 PM
0d401237c2,I put a real pic of myself up. I`m going to miss the avatar.,Positive,morning,53.0,Micronesia,115023.0,700.0,164.0,I put a real pic of myself up Im going to miss the avatar,0.30000000000000004,06-11 AM
3922543d77,doing my folio work but keep on getting distracted by deb pics,Neutral,noon,65.0,Moldova,4033963.0,32850.0,123.0,doing my folio work but keep on getting distracted by deb pics,0.0,12 PM
e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,Positive,night,85.0,Monaco,39242.0,1.0,26337.0,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,0.75,06-09 PM
564c21df63,I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,Negative,morning,10.0,Mongolia,3278290.0,1553560.0,2.0,I cant sleep I cant find my grandmothers quilt or locket Im sick at myself cause I may have lost them somehow Or they were stolen,0.8571428571428571,06-11 AM
2c8062a094,Had to take my bad **** dog to the pet hotel....so sad,Negative,noon,25.5,Montenegro,628066.0,13450.0,47.0,Had to take my bad  dog to the pet hotelso sad,0.8333333333333333,12 PM
515793e794,about to hit the sheets.,Neutral,night,38.0,Morocco,36910560.0,446300.0,83.0,about to hit the sheets,0.0,06-09 PM
c435fb9416,"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",Positive,morning,53.0,Mozambique,31255435.0,786380.0,40.0,I wish i had my iPod  i need some jonas  I miss their sexy voices  JB forever,1.0,06-11 AM
c5279762d3,watching Gilmore Girls reruns!! Don`t know what else to do for the day,Neutral,noon,65.0,Myanmar (formerly Burma),54409800.0,653290.0,83.0,watching Gilmore Girls reruns Dont know what else to do for the day,0.0,12 PM
97eeb0161d,"Wow, its hot and miserable. People are probably killing themselves right about now...",Negative,night,85.0,Namibia,2540905.0,823000.0,3.0,Wow its hot and miserable People are probably killing themselves right about now,0.8464285714285714,06-09 PM
f0f6fda1f6, Thanks mama ! I absolutely adore her,Positive,morning,10.0,Nauru,10824.0,20.0,541.0,Thanks mama  I absolutely adore her,0.55,06-11 AM
e8ce4f8bdc," ohh snapp, have fun",Positive,noon,25.5,Nepal,29136808.0,143350.0,203.0,ohh snapp have fun,0.2,12 PM
c881dc16e9,Sitting waiting for an exam to start,Neutral,night,38.0,Netherlands,17134872.0,33720.0,508.0,Sitting waiting for an exam to start,0.0,06-09 PM
89d0aed1ff, I don`t think I`ve ever tried peanut butter on toast,Neutral,morning,53.0,New Zealand,4822233.0,263310.0,18.0,I dont think Ive ever tried peanut butter on toast,0.0,06-11 AM
2ef49da640," i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",Positive,noon,65.0,Nicaragua,6624554.0,120340.0,55.0,i would but hes premiering avatar footage and cant do it then also we better hang out,0.5,12 PM
7db53ed89f,Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,Neutral,night,85.0,Niger,24206644.0,1266700.0,19.0,Home from Chelseas  Jam sessions  3  Chelsea  Abby  I luh you,0.0,06-09 PM
a2819eaa7a,we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version,Positive,morning,10.0,Nigeria,206139589.0,910770.0,226.0,well be visiting my grandparents later BTW i just heard katy perrys HOOK UP whew so cool i love it more than kclarksons version,0.4375,06-11 AM
37b50ef2a5,"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",Positive,noon,25.5,North Korea,25778816.0,120410.0,214.0,very sweet HAHA I am like super proud to be a new mom I feel like i got the PERFECT daughter And i am a GREAT mom,0.7166017316017316,12 PM
4cc7d9995d,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,Negative,night,38.0,North Macedonia,2083374.0,25220.0,83.0,gosh im bored its earlyn i wanna goto sleeeepp why am i at work  kay3,1.0,06-09 PM
c0abd616ab, I`m sure she`ll be fine. They`re not as daft as they look (sometime),Positive,morning,53.0,Norway,5421241.0,365000.0,15.0,Im sure shell be fine Theyre not as daft as they look sometime,0.6944444444444444,06-11 AM
32058d2bb5,HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,Positive,noon,65.0,Oman,5106626.0,309500.0,16.0,HA Id give Kristen plenty of free hugs sigh if only I could,0.9,12 PM
144252776," And, yes. I <3 mac, if only it weren`t so expensive",Negative,night,85.0,Pakistan,220892340.0,770880.0,287.0,And yes I 3 mac if only it werent so expensive,0.85,06-09 PM
0c8dd8b628, I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,Negative,morning,10.0,Palau,18094.0,460.0,39.0,I hate cottage cheese  I even got some fancy stuff last weekend with lemon and berriesI could only eat half of it,0.5333333333333333,06-11 AM
c80d7e9b26,  link isn`t working,Neutral,noon,25.5,Palestine State,5101414.0,6020.0,847.0,link isnt working,0.0,12 PM
102384b03c,I just need to go to the bank,Neutral,night,38.0,Panama,4314767.0,74340.0,58.0,I just need to go to the bank,0.0,06-09 PM
f97b498af4," you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",Positive,morning,53.0,Papua New Guinea,8947024.0,452860.0,20.0,you should come to Estonia I know some epic horses here hehe and a good trainer and good beaches were to ride,0.5333333333333333,06-11 AM
908abc1bd1,_jonas101 WOW they`re totally amazing and they`re more than awesome,Positive,noon,65.0,Paraguay,7132538.0,397300.0,18.0,_jonas101 WOW theyre totally amazing and theyre more than awesome,0.85,12 PM
0187f448b1,Just got laid off  stupid economy!,Negative,night,85.0,Peru,32971854.0,1280000.0,26.0,Just got laid off  stupid economy,1.0,06-09 PM
e833f3a85d,http://twitpic.com/67i90 - My plans have been ruined,Neutral,morning,10.0,Philippines,109581078.0,298170.0,368.0,My plans have been ruined,0.0,06-11 AM
f980f61df3,"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",Positive,noon,25.5,Poland,37846611.0,306000.0,124.0,nothing better than to have your Grandaughter smile and nothing feels better than that big hug Grandkids what a hoot,0.30000000000000004,12 PM
07b57f906c,`Wake Up Darling`,Neutral,night,38.0,Portugal,10196709.0,91590.0,111.0,Wake Up Darling,0.0,06-09 PM
18ee7c255c, oh I know. and I aprreciate it  it can be my back up plan,Neutral,morning,53.0,Qatar,2881053.0,11610.0,248.0,oh I know and I aprreciate it  it can be my back up plan,0.0,06-11 AM
f7dc083f08," Yes, I would love some more cowbell!",Positive,noon,65.0,Romania,19237691.0,230170.0,84.0,Yes I would love some more cowbell,0.55,12 PM
6d43a06459, Umm don`t ya mean ship,Negative,night,85.0,Russia,145934462.0,16376870.0,9.0,Umm dont ya mean ship,0.6875,06-09 PM
